lead_id,lead_indicator,date_part,source,purchases,time_spent,customer_group,onboarding,customer_code,n_visits,bin_source
1537,1.0,2024-01-04,signup,0.625,0.4354560615288001,0.5,True,YACPQUXEWT,0.23809523809523808,group1
1538,0.0,2024-01-06,fb,0.0,0.610872903662536,0.75,False,AVEGBPNKFY,0.3333333333333333,socials
1539,1.0,2024-01-23,signup,0.375,0.629952948133778,0.875,False,RQFFFUVVSE,0.4761904761904761,group1
1540,1.0,2024-01-13,li,0.625,0.7485073598296221,0.0,False,XFLUPCUPUT,0.3333333333333333,socials
1541,0.0,2024-01-19,organic,0.375,0.5516306348074163,0.875,False,CDPBIOKLRE,0.0,group1
1542,1.0,2024-01-11,organic,0.75,0.5324482420802519,0.375,True,YKXIQKOWIR,0.9999999999999998,group1
1543,0.0,2024-01-13,signup,0.25,0.7294835470129231,0.0,False,ZCYZOTHJAE,0.14285714285714285,group1
1546,1.0,2024-01-13,signup,0.0,0.40910709451828975,0.125,False,TGZHTOOPYP,0.5714285714285714,group1
1547,1.0,2024-01-01,signup,0.5,0.7760408296852677,1.0,False,WDRORMPQQM,0.9999999999999998,group1
1548,0.0,2024-01-06,organic,0.125,0.20249508256722448,1.0,True,FMSRFWFDRY,0.23809523809523808,group1
1549,1.0,2024-01-07,signup,0.25,0.6507954274901455,0.5,True,VGRTXESVAH,0.9047619047619047,group1
1551,1.0,2024-01-30,organic,0.75,0.5850388340716233,0.5,True,SLSVNDFJFO,0.5714285714285714,group1
1552,1.0,2024-01-27,fb,0.125,0.14457001579547368,0.0,True,XASBQODUOL,0.5714285714285714,socials
1553,1.0,2024-01-15,signup,0.875,0.5924730712877726,0.25,False,VXIOAQCPBJ,0.9999999999999998,group1
1554,0.0,2024-01-20,organic,0.5,0.8924959079176831,0.75,False,TREJJKWJHL,0.0,group1
1555,0.0,2024-01-30,organic,0.5,0.7969692053279878,0.0,False,FFTUKGUQHK,0.19047619047619047,group1
1556,1.0,2024-01-02,fb,0.75,0.43538794495383915,0.375,False,UWNSCYZYGE,0.5714285714285714,socials
1557,0.0,2024-01-26,organic,0.75,0.3938955933037689,0.0,False,UXRFFVCLFO,0.047619047619047616,group1
1558,1.0,2024-01-25,fb,0.75,0.40302180681636823,0.875,False,TOBPADSTQF,0.6190476190476191,socials
1559,1.0,2024-01-23,organic,0.625,0.5606203918049664,0.5,False,EDCNWTOPDM,0.8095238095238095,group1
1561,0.0,2024-01-17,signup,0.375,0.19416188164665726,1.0,False,LYBRITTTHJ,0.09523809523809523,group1
1563,0.0,2024-01-15,fb,0.75,0.4237976028601462,1.0,True,QNNIUGFTKN,0.14285714285714285,socials
1564,1.0,2024-01-03,signup,0.375,0.1297349423289309,0.5,False,RKVZVERVXV,0.7142857142857142,group1
1565,0.0,2024-01-04,fb,0.5,0.7726467740564651,0.25,True,LVUPHXCTEQ,0.0,socials
1567,0.0,2024-01-05,fb,0.5,0.8226889307979324,0.0,False,IVWCMWICVH,0.09523809523809523,socials
1568,1.0,2024-01-17,li,0.125,0.6077232364295293,0.125,True,NAONPMKZAJ,0.5714285714285714,socials
1569,0.0,2024-01-31,fb,0.375,0.01490157522417368,0.625,False,RIQYRHEUWK,0.3333333333333333,socials
1570,1.0,2024-01-06,organic,0.75,0.6766939215060743,0.625,True,BHIOPINVBX,0.23809523809523808,group1
1571,0.0,2024-01-10,fb,0.125,0.38920157735255145,0.625,False,NEEAGPPWBB,0.09523809523809523,socials
1572,1.0,2024-01-22,organic,0.25,0.4065591083236013,0.25,True,FRYLXCXUNS,0.857142857142857,group1
1573,1.0,2024-01-18,fb,0.625,0.10667773280305637,0.875,False,YTYTOXURAB,0.4761904761904761,socials
1574,0.0,2024-01-27,fb,0.5,0.21733122133396776,0.0,False,ZKUSCCJFVM,0.3333333333333333,socials
1575,0.0,2024-01-10,li,0.375,0.6975753940250962,0.75,True,YEKNRSIWIG,0.38095238095238093,socials
1576,0.0,2024-01-06,li,0.125,0.6283849503789476,0.125,True,KJYNZUVJJK,0.0,socials
1577,1.0,2024-01-24,organic,0.25,0.6316669002116586,0.75,True,SNBQUKTLCY,0.8095238095238095,group1
1578,1.0,2024-01-06,organic,1.0,0.296117619388073,0.125,False,LKYAPUNVNL,0.4761904761904761,group1
1579,1.0,2024-01-20,signup,0.625,0.46548441279109465,0.5,True,FKJLVDJFBH,0.23809523809523808,group1
1580,0.0,2024-01-15,signup,0.5,0.48442533019147893,0.25,True,HFKGKUVHCG,0.14285714285714285,group1
1581,0.0,2024-01-04,li,0.25,0.2585325973681587,0.625,True,MRDWQJGXDL,0.19047619047619047,socials
1582,1.0,2024-01-25,organic,0.125,0.7992125994912107,0.75,False,UZLYCYJLUJ,0.6190476190476191,group1
1583,0.0,2024-01-16,signup,0.75,0.47244697918137746,0.125,False,MPIVSIEJIZ,0.047619047619047616,group1
1585,0.0,2024-01-24,li,0.75,0.2955818486608761,0.625,False,KUOFYCDPER,0.6190476190476191,socials
1586,1.0,2024-01-08,organic,0.5,0.7731834983176644,0.625,False,WWWOSCAPFA,0.7619047619047619,group1
1587,0.0,2024-01-07,li,0.5,0.23993847749696684,0.875,True,HLNZUXWXTB,0.047619047619047616,socials
1588,0.0,2024-01-19,signup,0.75,0.42176508203886787,1.0,False,XPQUCNXGBX,0.047619047619047616,group1
1589,1.0,2024-01-26,organic,0.875,0.5325094357800753,0.25,False,VAZODTSMVF,0.5714285714285714,group1
1590,1.0,2024-01-17,organic,0.125,0.10732600689508986,1.0,True,RQSVCECWUR,0.42857142857142855,group1
1592,0.0,2024-01-13,fb,0.625,0.6649550140177993,0.0,False,FULOKEAURE,0.23809523809523808,socials
1593,0.0,2024-01-15,fb,0.75,0.962284380819137,0.875,True,MVRGUQQSTV,0.047619047619047616,socials
1595,1.0,2024-01-26,organic,0.5,0.24105855448845137,0.125,False,EBPRVTJGBE,0.7619047619047619,group1
1596,0.0,2024-01-31,signup,0.375,0.5611505847317311,0.5,True,UPELAESVFE,0.09523809523809523,group1
1597,0.0,2024-01-02,li,0.5,0.731901194055153,0.5,True,MJLOKCMGYL,0.09523809523809523,socials
1598,0.0,2024-01-28,signup,0.25,0.504439181333947,0.25,True,KIZJFMPBXR,0.0,group1
1599,1.0,2024-01-10,fb,0.375,0.6773609153810289,0.75,False,EPZTDGJZIT,0.4761904761904761,socials
1600,0.0,2024-01-13,organic,0.75,0.006898454085046524,1.0,False,XKVVPTRRWE,0.09523809523809523,group1
1601,0.0,2024-01-18,li,0.875,0.3619037859550671,1.0,False,YCLSYAHCZH,0.2857142857142857,socials
1602,0.0,2024-01-30,fb,0.5,0.09696728690796608,0.0,True,BEXCVZDKNP,0.0,socials
1603,0.0,2024-01-23,fb,0.0,0.2953306514536691,0.875,False,GDECBMAPPI,0.09523809523809523,socials
1605,1.0,2024-01-13,organic,0.5,0.08426086389719378,0.25,False,EIVFSDSNNS,0.8095238095238095,group1
1606,0.0,2024-01-19,organic,0.75,0.45733817550513933,1.0,True,LJHJBYPTNV,0.0,group1
1607,1.0,2024-01-29,organic,0.375,0.5127809815528108,0.125,True,WLMUZIEUWD,0.4761904761904761,group1
1608,0.0,2024-01-24,li,0.75,0.8872609108950198,0.25,True,CGNLRBEBUA,0.047619047619047616,socials
1609,1.0,2024-01-25,organic,0.75,0.6433480319270224,0.375,False,QDPUGTZYWD,0.2857142857142857,group1
1610,1.0,2024-01-30,li,0.5,0.08185288418517933,0.75,False,XKHOCFTPEH,0.5238095238095237,socials
1611,1.0,2024-01-29,organic,0.25,0.3014312626100675,0.625,False,SVRFAUPVDO,0.4761904761904761,group1
1613,0.0,2024-01-22,li,0.5,0.4368402413363661,0.25,True,PLBLZINKTG,0.0,socials
1614,0.0,2024-01-05,organic,0.5,0.15817241581443575,0.5,True,BNHYICSZFS,0.047619047619047616,group1
1617,1.0,2024-01-23,li,0.5,0.8907436476284603,0.875,True,RUNCFNOQMA,0.6666666666666665,socials
1618,1.0,2024-01-13,signup,0.625,0.6622675008790089,0.0,False,LYQTAAZWDC,0.9047619047619047,group1
1619,1.0,2024-01-05,li,0.5,0.6960228147354575,0.5,False,FOLBPPHFDU,0.23809523809523808,socials
1622,1.0,2024-01-06,signup,0.375,0.3471566555554406,0.25,False,HXRSEUHHLY,0.42857142857142855,group1
1624,0.0,2024-01-22,organic,0.625,0.6053319769830923,0.5,True,RKQPEXPUUF,0.19047619047619047,group1
1625,1.0,2024-01-09,li,0.875,0.7390189268571117,0.25,False,FNBQXOYWCP,0.14285714285714285,socials
1626,0.0,2024-01-17,fb,0.75,0.6028941007271396,1.0,True,BXDHELOMEO,0.14285714285714285,socials
1627,1.0,2024-01-08,signup,0.375,0.6546215298891713,0.375,False,IVBBJUMUZH,0.857142857142857,group1
1628,0.0,2024-01-26,organic,1.0,0.7275421677771106,0.375,False,APJBSJZYBT,0.09523809523809523,group1
1629,0.0,2024-01-13,signup,0.375,0.6963716448496835,0.875,True,MEMJQUGZLG,0.23809523809523808,group1
1630,1.0,2024-01-29,fb,0.875,0.4407398852991449,0.625,False,DNKZLATMMY,0.14285714285714285,socials
1631,0.0,2024-01-05,signup,0.75,0.3117452500156661,0.5,False,BZPNZECNBF,0.19047619047619047,group1
1632,1.0,2024-01-29,signup,0.625,0.12382417814436408,0.375,False,NXZQXXWHZM,0.4761904761904761,group1
1633,1.0,2024-01-22,li,0.125,0.5761931350018981,0.625,True,WOYAIERQWV,0.7142857142857142,socials
1634,1.0,2024-01-22,fb,0.875,0.6835037115918294,0.625,False,URHLHEPWST,0.857142857142857,socials
1635,0.0,2024-01-17,li,0.75,0.5865058857085237,1.0,False,SYKVXNGDYP,0.42857142857142855,socials
1636,0.0,2024-01-03,signup,0.0,0.6646735551573228,0.625,False,XFPOXGFHQY,0.23809523809523808,group1
1639,1.0,2024-01-14,li,0.375,0.37827611861591137,1.0,False,KGPAUCFQTE,0.5238095238095237,socials
1640,1.0,2024-01-15,li,0.75,0.5370059664950952,1.0,False,MHCFSNLYBO,0.9047619047619047,socials
1641,1.0,2024-01-14,organic,0.625,0.39309471056443623,0.375,True,XTMCWJBAJM,0.14285714285714285,group1
1642,1.0,2024-01-11,signup,0.375,0.6865187281347094,0.5,False,BMTIJIHXDF,0.5714285714285714,group1
1643,1.0,2024-01-11,organic,0.5,0.3289392551268904,1.0,True,YXGTSNWZHK,0.7142857142857142,group1
1644,0.0,2024-01-09,fb,0.375,0.2092082143011087,0.375,False,JCMBPRKFDG,0.38095238095238093,socials
1645,1.0,2024-01-06,li,0.625,0.39748798495286186,1.0,False,HWXKPHFCFQ,0.6666666666666665,socials
1646,0.0,2024-01-15,fb,0.25,0.669177123062437,0.25,False,EHRMHKDVGT,0.3333333333333333,socials
1647,1.0,2024-01-12,signup,0.75,0.04034105758398443,0.875,True,JXBHOLPLQA,0.8095238095238095,group1
1648,1.0,2024-01-29,organic,0.625,0.315083903080124,0.375,True,OTTVHYEZOR,0.3333333333333333,group1
1649,1.0,2024-01-06,fb,1.0,0.4794943773993321,1.0,True,MLEDHTEYLM,0.42857142857142855,socials
1650,0.0,2024-01-01,li,0.25,0.457591648759033,0.125,True,BZFVLFEURK,0.42857142857142855,socials
1651,0.0,2024-01-25,fb,0.375,0.2312204321217588,1.0,False,WVZQVZLXIV,0.0,socials
1652,0.0,2024-01-16,li,0.875,0.2731994549391654,0.875,True,YZUSGVZTBJ,0.3333333333333333,socials
1653,0.0,2024-01-20,signup,0.375,0.4489155488212768,1.0,True,BCSMSZZGRV,0.047619047619047616,group1
1654,0.0,2024-01-15,organic,0.25,0.7409593499491289,0.875,True,SVSMWNBCKD,0.9047619047619047,group1
1655,1.0,2024-01-02,fb,0.25,0.7429889041187927,0.75,True,PWLBNCBSBG,0.7142857142857142,socials
1656,1.0,2024-01-17,signup,0.375,0.3645049563874614,0.625,False,XACONSTNWH,0.9523809523809523,group1
1657,0.0,2024-01-03,signup,0.375,0.521600905923302,0.125,True,IDXEYODXHJ,0.7142857142857142,group1
1658,0.0,2024-01-03,fb,0.75,0.0948762715627609,0.0,False,IJACXGPCEF,0.0,socials
1659,0.0,2024-01-05,fb,1.0,0.5950319798688875,1.0,False,EWEVQPVZSM,0.3333333333333333,socials
1660,1.0,2024-01-17,li,0.375,0.4262862304612747,0.375,True,YLFFXJJLJT,0.3333333333333333,socials
1661,1.0,2024-01-23,signup,0.625,0.475790296528392,0.375,False,JGMBJYOGLP,0.19047619047619047,group1
1662,1.0,2024-01-29,organic,0.125,0.9750150782096929,0.75,True,QCCWBWIGZE,0.38095238095238093,group1
1663,0.0,2024-01-17,signup,0.0,0.5333517578985156,0.75,True,OHQQCGFJLY,0.6190476190476191,group1
1665,1.0,2024-01-06,fb,0.25,0.23972237563740473,0.0,True,ABAORKHODJ,0.5714285714285714,socials
1666,0.0,2024-01-31,li,0.625,0.5122471581058083,0.375,True,ABVQSIOUOC,0.19047619047619047,socials
1667,1.0,2024-01-01,li,0.625,0.013785027718549614,0.0,True,UKIGALKGUZ,0.5714285714285714,socials
1668,0.0,2024-01-07,fb,0.625,0.5363224439137317,0.25,True,OKYMSKVIUL,0.9999999999999998,socials
1669,1.0,2024-01-26,li,0.375,0.6732347593370447,0.75,True,XBDXCPRTMQ,0.5238095238095237,socials
1670,0.0,2024-01-15,fb,0.125,0.5249069047645447,0.375,True,LDNFIACTVP,0.38095238095238093,socials
1671,1.0,2024-01-07,li,0.5,0.7167258194025954,0.0,True,PKFWMGJAZF,0.4761904761904761,socials
1672,1.0,2024-01-19,signup,0.5,0.1349059878953911,0.0,False,UKOCNMXYTV,0.7619047619047619,group1
1673,1.0,2024-01-20,li,0.375,0.439853948195045,0.125,True,GZCRORFLBU,0.6190476190476191,socials
1674,1.0,2024-01-22,organic,0.125,0.7390151425919482,0.5,True,JODPLNHBZS,0.2857142857142857,group1
1675,0.0,2024-01-30,signup,0.375,0.3214742024897137,0.25,False,LUDOOIRVBJ,0.0,group1
1676,0.0,2024-01-11,li,0.75,0.6896543548486203,0.375,False,EFHLFPMNLV,0.19047619047619047,socials
1677,0.0,2024-01-23,signup,0.625,0.7814603166033809,1.0,True,YDQSDEDFYL,0.6190476190476191,group1
1678,0.0,2024-01-14,signup,0.875,0.24591337089354104,0.875,False,CQOGTSRHCK,0.14285714285714285,group1
1679,1.0,2024-01-13,organic,0.5,0.42962031436576975,0.125,False,MWOUFQPIND,0.6666666666666665,group1
1680,0.0,2024-01-20,organic,0.875,0.18911330352879396,0.125,False,BJARRJWNFN,0.14285714285714285,group1
1682,1.0,2024-01-27,signup,0.25,0.3927509218704759,0.375,True,MRFCPRUMCU,0.7142857142857142,group1
1683,1.0,2024-01-25,li,0.5,0.4246143262973856,0.125,False,MFMXMYIUDI,0.38095238095238093,socials
1684,0.0,2024-01-09,organic,0.375,0.5978418835915869,1.0,False,RRGLSDIUJW,0.047619047619047616,group1
1685,1.0,2024-01-09,signup,0.125,0.4807609103948498,0.375,True,ELHBMLSTMV,0.8095238095238095,group1
1686,1.0,2024-01-16,fb,0.75,0.5712896996604964,0.875,False,BIJZDNQXTR,0.38095238095238093,socials
1687,0.0,2024-01-12,fb,0.625,0.5935161358275014,0.5,True,NJIBKJOYKI,0.4761904761904761,socials
1688,1.0,2024-01-10,signup,1.0,0.4415150929200844,0.625,True,OJPRHVFYBS,0.38095238095238093,group1
1689,1.0,2024-01-06,fb,0.25,0.6258511446075041,0.5,True,OLORJOBUSB,0.5238095238095237,socials
1690,0.0,2024-01-18,li,0.125,0.3306700787623549,0.875,True,WYZOMKQSAV,0.19047619047619047,socials
1691,1.0,2024-01-02,li,0.5,0.7380326373353236,0.375,False,IYEBXBCILY,0.42857142857142855,socials
1692,0.0,2024-01-27,li,0.875,0.3520205476431575,0.25,False,CGZWRZBLJD,0.09523809523809523,socials
1693,0.0,2024-01-20,li,0.625,0.352567394639272,1.0,True,MHTWSKQGKT,0.047619047619047616,socials
1695,0.0,2024-01-19,li,0.875,0.287107792076319,1.0,False,YPUZWJXAVT,0.09523809523809523,socials
1696,0.0,2024-01-06,organic,0.625,0.5203189619904816,0.625,False,AJNHTINIAC,0.14285714285714285,group1
1697,0.0,2024-01-02,organic,0.375,0.4047139925304619,0.5,False,JLIYREZOCR,0.09523809523809523,group1
1699,1.0,2024-01-17,fb,0.25,0.09177511936186589,1.0,True,JXVHNNBKAD,0.19047619047619047,socials
1701,0.0,2024-01-28,fb,0.125,0.3423321681898863,0.125,True,YERFYJTOEQ,0.047619047619047616,socials
1702,0.0,2024-01-21,li,0.375,0.37234632185150174,0.125,True,PATAOOEAQW,0.09523809523809523,socials
1703,1.0,2024-01-08,fb,0.625,0.5072268612051527,0.0,True,HSDIZOXQPZ,0.42857142857142855,socials
1704,0.0,2024-01-10,signup,0.625,0.9907908937956029,0.625,False,QLSPILCLFM,0.0,group1
1705,0.0,2024-01-10,fb,0.375,0.3941433050404175,0.25,False,NUXLTLOEBO,0.23809523809523808,socials
1706,1.0,2024-01-18,signup,0.5,0.27822662300527057,0.0,False,ZTDOOARFJJ,0.19047619047619047,group1
1707,0.0,2024-01-10,fb,0.375,0.7985701125669835,0.0,False,BABSRZOFAQ,0.0,socials
1708,1.0,2024-01-09,organic,1.0,0.2336487853972109,0.875,True,SNJSYDDPBH,0.6190476190476191,group1
1709,1.0,2024-01-28,signup,0.25,0.8344877000864646,0.875,False,RGKVJTEFWA,0.5238095238095237,group1
1710,0.0,2024-01-24,fb,0.25,0.6210442270671819,0.5,False,HXWPDBIMKO,0.0,socials
1711,0.0,2024-01-19,li,0.75,0.5202862668420551,0.25,True,CDJMLNHJQJ,0.09523809523809523,socials
1713,0.0,2024-01-04,signup,0.75,0.31147213761930237,0.625,False,CMKJNOOXVB,0.047619047619047616,group1
1714,0.0,2024-01-24,li,0.25,0.20788428674861592,0.375,False,QDMTGKOTAD,0.0,socials
1716,0.0,2024-01-10,organic,0.5,0.4314725613064727,0.5,True,VMYRNVYGHP,0.0,group1
1717,1.0,2024-01-12,organic,0.25,0.34016352996463617,0.5,True,STMBIKUTIF,0.42857142857142855,group1
1719,0.0,2024-01-23,fb,0.5,0.7630596143361759,0.5,False,IGSDCOAKXR,0.09523809523809523,socials
1720,0.0,2024-01-20,fb,0.375,0.587902257205061,0.375,True,BPMTXSLOHL,0.3333333333333333,socials
1721,0.0,2024-01-06,fb,0.75,0.3115354535373682,0.625,False,VXMQMMSZXQ,0.0,socials
1722,0.0,2024-01-21,signup,0.375,0.7922264309436184,0.75,False,None,0.047619047619047616,group1
1723,0.0,2024-01-02,signup,0.75,0.5954773741507071,0.5,True,YMLKEECUNC,0.047619047619047616,group1
1724,1.0,2024-01-10,fb,0.625,0.7427852449579202,0.375,True,FUTIWVYZPZ,0.7142857142857142,socials
1725,0.0,2024-01-02,fb,0.25,0.28226597399673325,0.125,False,WTHPIPLMFT,0.09523809523809523,socials
1726,1.0,2024-01-30,organic,0.875,0.4761440938914525,0.5,True,CNZTYRRDHY,0.9523809523809523,group1
1728,1.0,2024-01-27,organic,0.5,0.5949216970898283,0.875,True,MBIWYJPRWM,0.6666666666666665,group1
1729,1.0,2024-01-10,organic,0.125,0.9712918890960656,0.875,False,UETLGCQBDU,0.4761904761904761,group1
1730,0.0,2024-01-02,fb,0.625,0.20775545462695044,1.0,True,DQKUITCEVU,0.42857142857142855,socials
1731,1.0,2024-01-08,signup,0.375,0.7589575870374334,0.75,True,EEFPHWMQCP,0.4761904761904761,group1
1732,1.0,2024-01-24,organic,0.125,0.5993257364489577,0.625,True,HLDCVZQDOP,0.23809523809523808,group1
1733,0.0,2024-01-17,organic,0.25,0.4244536238235179,0.5,False,VNXVKHBEZN,0.14285714285714285,group1
1734,0.0,2024-01-17,fb,0.625,0.6383140475719644,0.375,False,SZFIHVVCXS,0.19047619047619047,socials
1735,1.0,2024-01-29,signup,0.0,0.1923212370384202,0.25,True,LRRNQZHZPW,0.8095238095238095,group1
1736,0.0,2024-01-04,li,0.375,0.6275997019823696,0.75,True,OFSKHYERMT,0.19047619047619047,socials
1737,0.0,2024-01-18,organic,0.25,0.23913854765776943,0.75,True,RRJJXRMKPL,0.19047619047619047,group1
1738,0.0,2024-01-12,fb,0.75,0.49976310639296795,1.0,True,YCRMJBNYRD,0.3333333333333333,socials
1740,1.0,2024-01-17,signup,0.25,0.462840844510096,0.375,True,RRVZREBVEO,0.9999999999999998,group1
1741,1.0,2024-01-09,signup,0.75,0.5277854003564775,0.375,True,CGRPMCTXGI,0.5714285714285714,group1
1742,1.0,2024-01-29,organic,0.25,0.5703359966508126,0.75,True,ETTUEMKDUS,0.6666666666666665,group1
1743,0.0,2024-01-19,li,0.375,0.2267500622685663,1.0,True,QZVNMECMLZ,0.6190476190476191,socials
1744,0.0,2024-01-14,signup,1.0,0.4933025808710778,0.25,True,BHKTGWTMNB,0.3333333333333333,group1
1745,0.0,2024-01-14,organic,0.25,0.4325714071657236,0.75,True,HXSJMSKGRL,0.19047619047619047,group1
1746,0.0,2024-01-30,fb,0.125,0.6077274064257479,0.875,False,RIATJBNETE,0.09523809523809523,socials
1747,0.0,2024-01-17,signup,0.625,0.6436163948057549,0.125,False,FHJSPNAAPM,0.0,group1
1748,1.0,2024-01-02,organic,0.125,0.6250257655265128,1.0,True,XHLOIJFXTO,0.4761904761904761,group1
1749,0.0,2024-01-08,li,0.375,0.532575340329347,0.75,True,GQGURLBGUM,0.09523809523809523,socials
1750,1.0,2024-01-05,signup,0.375,0.3542858064987269,0.75,True,WIFFOMLILV,0.7619047619047619,group1
1751,0.0,2024-01-27,li,0.0,0.8578371625842496,0.75,False,FYJUSXTCAF,0.14285714285714285,socials
1752,0.0,2024-01-07,organic,0.125,0.3083304897159911,0.375,False,BIAZHSOCRI,0.0,group1
1753,0.0,2024-01-22,fb,0.375,0.810407935922707,0.125,True,LKSFIMUJVO,0.047619047619047616,socials
1755,1.0,2024-01-16,li,0.125,0.21733503332884263,0.125,True,DTBNOUQMKJ,0.42857142857142855,socials
1757,0.0,2024-01-17,fb,0.375,0.7774641554138646,0.75,False,FXGDVOABJT,0.3333333333333333,socials
1758,0.0,2024-01-22,signup,0.375,0.28154381408394524,1.0,False,ZYMJVDMGZY,0.6666666666666665,group1
1759,1.0,2024-01-27,organic,0.75,0.6916930401267827,1.0,False,IJBSZXLRLC,0.6190476190476191,group1
1760,0.0,2024-01-07,fb,0.375,0.5036181136788138,0.25,True,CKGTJNPLXJ,0.19047619047619047,socials
1761,1.0,2024-01-20,signup,0.875,0.5752776867837275,0.125,False,QADSYOWCAL,0.3333333333333333,group1
1762,0.0,2024-01-08,fb,0.875,0.3883873824039914,0.625,True,GRVKHOMHJI,0.09523809523809523,socials
1763,0.0,2024-01-08,li,0.625,0.45199893925480294,1.0,False,LJFOAGBOPV,0.5238095238095237,socials
1764,0.0,2024-01-23,signup,0.25,0.3723509918608543,0.375,True,QAEZJOBRYA,0.0,group1
1765,0.0,2024-01-11,fb,0.625,0.7927022098683758,0.25,True,AFSIVRWOAQ,0.09523809523809523,socials
1766,1.0,2024-01-15,organic,0.5,0.6213855122687431,0.875,True,VYXJIVDKXG,0.42857142857142855,group1
1767,0.0,2024-01-18,fb,0.25,0.2597397659352141,0.875,False,JJKHUAVXZV,0.3333333333333333,socials
1769,0.0,2024-01-22,fb,0.875,0.54186077375706,0.375,True,UOQCMUEUDI,0.14285714285714285,socials
1770,0.0,2024-01-12,fb,0.375,0.49903960831482896,0.875,False,HQIVCDNKYO,0.3333333333333333,socials
1771,1.0,2024-01-15,organic,0.5,0.2951281980327205,0.75,False,WQILGXVBZC,0.7142857142857142,group1
1772,1.0,2024-01-28,signup,1.0,0.5622276390450045,1.0,False,RMJJJGRXKK,0.7142857142857142,group1
1774,1.0,2024-01-06,li,0.75,0.2542286539821079,0.375,True,BHBKRWGMPM,0.857142857142857,socials
1775,0.0,2024-01-18,fb,0.5,0.1379001860309752,0.75,False,JCLGBZRPVF,0.09523809523809523,socials
1777,0.0,2024-01-31,signup,0.375,0.3287424364436573,0.125,True,CXPYJCJUWP,0.09523809523809523,group1
1778,0.0,2024-01-20,signup,0.25,0.7506537997307281,0.375,False,XLLBMYRTKT,0.19047619047619047,group1
1779,1.0,2024-01-09,organic,0.625,0.809992124597247,0.375,True,ICOXBOSQTQ,0.5238095238095237,group1
1780,0.0,2024-01-08,organic,0.625,0.24609587772532704,0.875,False,TYQZCVNZJW,0.19047619047619047,group1
1781,1.0,2024-01-14,organic,0.375,0.6929791100126161,0.25,True,DZIMKZZWAC,0.8095238095238095,group1
1782,0.0,2024-01-19,signup,0.125,0.836474212365867,0.625,True,JHKZGNYHBY,0.047619047619047616,group1
1783,1.0,2024-01-19,organic,0.5,0.7814526318544894,0.375,True,ZLXCVVANJX,0.5238095238095237,group1
1784,1.0,2024-01-08,signup,0.375,0.904798393639088,1.0,False,VYCFXBNCAN,0.6190476190476191,group1
1785,1.0,2024-01-02,organic,0.375,0.2867811179291988,0.75,True,HIRVDNLPZP,0.857142857142857,group1
1786,1.0,2024-01-25,fb,0.5,0.5252695738642426,0.25,True,RXILDDNSTZ,0.19047619047619047,socials
1787,1.0,2024-01-04,signup,0.75,0.06271161085072885,0.75,False,RFDEWSCEGC,0.8095238095238095,group1
1788,0.0,2024-01-31,li,0.5,0.7521223444214762,0.875,True,XUFAGDFGFP,0.3333333333333333,socials
1789,1.0,2024-01-06,fb,0.375,0.5663730871247554,0.875,False,ACFPPNOJFT,0.5238095238095237,socials
1792,1.0,2024-01-19,li,0.125,0.4093025612462542,0.875,False,TIXPFMWDMO,0.19047619047619047,socials
1793,1.0,2024-01-11,li,0.375,0.23368344283369513,0.5,False,FHBGAKXFXE,0.3333333333333333,socials
1794,0.0,2024-01-29,li,1.0,0.14258103613337125,0.0,False,IKFBZRQFLV,0.09523809523809523,socials
1795,0.0,2024-01-10,organic,0.25,0.5455995931339612,0.0,False,BMIXWLPGEN,0.09523809523809523,group1
1797,0.0,2024-01-14,fb,0.0,0.2778149238084655,0.375,False,GFOJSJSALK,0.2857142857142857,socials
1798,0.0,2024-01-30,li,0.0,0.628972949657554,0.375,False,LSIJSNOYPU,0.14285714285714285,socials
1799,0.0,2024-01-30,fb,0.375,0.6488550782644942,0.125,False,RCYKCWHTYA,0.14285714285714285,socials
1801,1.0,2024-01-18,li,1.0,0.23544380042423363,0.375,False,IDINHMEFGU,0.4761904761904761,socials
1802,0.0,2024-01-24,organic,0.75,0.7924940165461991,0.25,False,YXKPXGJRZA,0.14285714285714285,group1
1803,0.0,2024-01-09,fb,0.375,0.8083128626540685,0.25,True,MQIVBXGRTB,0.0,socials
1804,0.0,2024-01-15,fb,0.5,0.6740753171388114,0.75,True,FYWNYGYZQO,0.14285714285714285,socials
1805,1.0,2024-01-24,signup,0.5,0.5450064567153676,0.125,True,FSNNRUBSRQ,0.6666666666666665,group1
1806,1.0,2024-01-31,li,0.75,0.4477088631084265,0.25,False,NYGKOLEYBJ,0.5714285714285714,socials
1807,0.0,2024-01-26,fb,0.875,0.37436647938086276,0.625,False,BKDRGPZLKH,0.19047619047619047,socials
1808,0.0,2024-01-03,li,0.375,0.2023588939942429,0.375,True,STOVXWQADD,0.09523809523809523,socials
1809,0.0,2024-01-23,signup,0.875,0.7833518847877139,0.875,False,VGFGAEHIDL,0.14285714285714285,group1
1810,1.0,2024-01-11,li,0.375,0.4415195697967942,0.125,True,PWVKPQVYTP,0.42857142857142855,socials
1811,1.0,2024-01-10,signup,0.75,0.29567444225840234,0.625,True,YMCVHZEBPP,0.38095238095238093,group1
1812,0.0,2024-01-18,signup,1.0,0.162694870472607,1.0,True,VRTMBXAOOI,0.5714285714285714,group1
1813,0.0,2024-01-04,organic,0.375,0.5205404698140712,0.75,True,TRGJGDXQIB,0.2857142857142857,group1
